Rua,Bairro,Path_Coordinates
Rua Farani,Botafogo,"[[-43.180315, -22.942462], [-43.180493, -22.942294], [-43.180585, -22.942213], [-43.180668, -22.942151], [-43.180688, -22.942136], [-43.181484, -22.941585], [-43.181707, -22.941424], [-43.181939, -22.941257], [-43.18223, -22.94105], [-43.182586, -22.94081], [-43.182638, -22.940775]]"
Rua Xavier da Silveira,Copacabana,"[[-43.193778, -22.976039], [-43.193741, -22.976081], [-43.19372, -22.976102], [-43.19369, -22.976128], [-43.193668, -22.976139], [-43.193611, -22.976155], [-43.193508, -22.976186], [-43.193331, -22.976237], [-43.192898, -22.976347], [-43.192819, -22.976374], [-43.192631, -22.976418], [-43.192497, -22.976436], [-43.191438, -22.976678], [-43.190489, -22.976891], [-43.190318, -22.976927], [-43.190191, -22.976958], [-43.18944, -22.977144], [-43.188779, -22.977291], [-43.188707, -22.977308], [-43.188639, -22.977335]]"
Travessa dos Tamoios,Flamengo,"[[-43.175851, -22.9343], [-43.175906, -22.934327], [-43.177109, -22.934915], [-43.177149, -22.934935], [-43.177208, -22.934964]]"
Rua Visconde de Caravelas,Botafogo,"[[-43.192256, -22.95598], [-43.193343, -22.956328], [-43.193745, -22.956452], [-43.193996, -22.956529], [-43.194041, -22.956543], [-43.194673, -22.956732], [-43.194729, -22.956756], [-43.19573, -22.957053], [-43.196143, -22.957176], [-43.196192, -22.95719], [-43.196256, -22.957229], [-43.196832, -22.957406], [-43.196904, -22.95743], [-43.197879, -22.957696]]"
Rodolfo Dantas,Copacabana,"[[-43.179825, -22.964783], [-43.179748, -22.964849], [-43.179425, -22.965258], [-43.17914, -22.965729], [-43.178895, -22.96612], [-43.178809, -22.966257], [-43.178747, -22.966365], [-43.178268, -22.967189], [-43.178196, -22.967309], [-43.17814, -22.967386], [-43.178111, -22.967413], [-43.178078, -22.967429], [-43.177958, -22.967441]]"
Avenida Delfim Moreira,Leblon,"[[-43.227777, -22.98865], [-43.227674, -22.988595], [-43.227601, -22.988558], [-43.227552, -22.988535], [-43.227459, -22.988492], [-43.226379, -22.988034], [-43.225572, -22.987728], [-43.225269, -22.987637], [-43.225021, -22.987577], [-43.224789, -22.987536], [-43.224277, -22.987449], [-43.224037, -22.987409], [-43.223034, -22.987241], [-43.222417, -22.987137], [-43.222306, -22.987119], [-43.221535, -22.986992], [-43.22114, -22.986927], [-43.220785, -22.986876], [-43.220055, -22.986792], [-43.217545, -22.98651], [-43.217386, -22.986494], [-43.217238, -22.986475], [-43.216127, -22.986349], [-43.21587, -22.986321], [-43.215777, -22.98631]]"
Rua Raul Pompéia,Copacabana,"[[-43.192548, -22.981194], [-43.192522, -22.981278], [-43.192308, -22.981986], [-43.192274, -22.982098], [-43.192025, -22.982938], [-43.191979, -22.983095], [-43.191937, -22.983237], [-43.191789, -22.983731], [-43.19171, -22.983995], [-43.191682, -22.984089], [-43.191642, -22.984221], [-43.191423, -22.984956], [-43.191385, -22.985086], [-43.191155, -22.985825], [-43.191116, -22.985952], [-43.190888, -22.98669], [-43.190846, -22.986823], [-43.190826, -22.986891], [-43.190795, -22.986932]]"
Rua Miguel Lemos,Copacabana,"[[-43.193806, -22.976987], [-43.192901, -22.977397], [-43.192773, -22.977453], [-43.191696, -22.97772], [-43.191269, -22.977824], [-43.190795, -22.977913], [-43.190603, -22.977949], [-43.190406, -22.977994], [-43.189707, -22.978151], [-43.189179, -22.978264], [-43.189043, -22.978296], [-43.188907, -22.978334], [-43.18886, -22.978341], [-43.188793, -22.978332]]"
Rua Jangadeiros,Ipanema,"[[-43.196762, -22.98374], [-43.196838, -22.984491], [-43.196842, -22.984551], [-43.196868, -22.984677], [-43.19689, -22.984769], [-43.196896, -22.984805], [-43.196956, -22.985508], [-43.196901, -22.985642], [-43.196886, -22.985673], [-43.196862, -22.985704], [-43.196833, -22.985729], [-43.196791, -22.985742], [-43.196737, -22.98575], [-43.196504, -22.985724]]"
Rua Artur Bernardes,Catete,"[[-43.17722, -22.928869], [-43.177309, -22.928801], [-43.177893, -22.928651], [-43.179161, -22.928327], [-43.179339, -22.928279]]"
Rua Duvivier,Copacabana,"[[-43.177173, -22.966756], [-43.17725, -22.966639], [-43.177568, -22.966093], [-43.177711, -22.965847], [-43.177797, -22.965699], [-43.177863, -22.965587], [-43.178078, -22.965217], [-43.178308, -22.964824], [-43.178342, -22.964765], [-43.178681, -22.964184], [-43.178747, -22.96407]]"
Avenida General San Martin,Leblon,"[[-43.215857, -22.984743], [-43.216046, -22.984717], [-43.216559, -22.984721], [-43.216819, -22.984729], [-43.217115, -22.984742], [-43.217467, -22.984758], [-43.217659, -22.984771], [-43.218172, -22.984797], [-43.218643, -22.984831], [-43.218733, -22.984838], [-43.219104, -22.984866], [-43.2197, -22.98491], [-43.219777, -22.984918], [-43.220412, -22.985005], [-43.22053, -22.985021], [-43.221234, -22.985117], [-43.221324, -22.985129], [-43.221985, -22.985248], [-43.222061, -22.985262], [-43.22249, -22.985355], [-43.222757, -22.985415], [-43.222854, -22.985437], [-43.223011, -22.985474], [-43.223191, -22.985516], [-43.223397, -22.985564], [-43.223475, -22.985582], [-43.223587, -22.985608], [-43.223636, -22.985619], [-43.223745, -22.985642], [-43.224019, -22.98572], [-43.224294, -22.985795], [-43.224601, -22.98588], [-43.224668, -22.985898], [-43.225294, -22.986099], [-43.225395, -22.986132], [-43.225776, -22.98626], [-43.226034, -22.986346], [-43.226122, -22.986376], [-43.226722, -22.986598], [-43.226831, -22.986639], [-43.227457, -22.9869], [-43.227541, -22.986935], [-43.228235, -22.98723], [-43.228569, -22.987365], [-43.228626, -22.987386], [-43.228648, -22.987397], [-43.228667, -22.987407]]"
Rua Senador Corrêa,Laranjeiras,"[[-43.179734, -22.93559], [-43.180457, -22.934245]]"
Avenida Henrique Dumont,Ipanema,"[[-43.213245, -22.980782], [-43.213251, -22.980833], [-43.213262, -22.980891], [-43.213303, -22.981134], [-43.213314, -22.981541], [-43.213318, -22.981654], [-43.213334, -22.981745], [-43.21336, -22.982104], [-43.213361, -22.982195], [-43.213367, -22.982311], [-43.2134, -22.982718], [-43.213434, -22.983196], [-43.213454, -22.98359], [-43.213463, -22.983792], [-43.213474, -22.983988], [-43.213491, -22.984374], [-43.213526, -22.984745], [-43.213538, -22.984863], [-43.213599, -22.985854], [-43.213576, -22.985999], [-43.213487, -22.986129]]"
Rua Aires Saldanha,Copacabana,"[[-43.189138, -22.97595], [-43.18944, -22.977144], [-43.189707, -22.978151], [-43.189927, -22.979042], [-43.19016, -22.97995]]"
Rua Antônio Mendes Campos,Catete,"[[-43.177023, -22.92378], [-43.177051, -22.92357], [-43.177081, -22.923161], [-43.177084, -22.923114], [-43.177077, -22.922875], [-43.177052, -22.922635], [-43.17701, -22.922377], [-43.176953, -22.922124], [-43.176941, -22.922071]]"
Praça Cardeal Arcoverde,Copacabana,"[[-43.179825, -22.964783], [-43.180183, -22.964618], [-43.180239, -22.964595], [-43.180286, -22.964572], [-43.180325, -22.964553], [-43.18033, -22.964551], [-43.180428, -22.964511], [-43.180514, -22.964483], [-43.180604, -22.964456], [-43.180696, -22.964447], [-43.180815, -22.964448]]"
Rua General Cristóvão Barcelos,Laranjeiras,"[[-43.191506, -22.943036], [-43.191371, -22.943025], [-43.191284, -22.943018], [-43.191273, -22.943017], [-43.191253, -22.943013], [-43.191215, -22.943003], [-43.191173, -22.942981], [-43.191127, -22.942938], [-43.191094, -22.942889], [-43.191047, -22.942773], [-43.191027, -22.942542], [-43.191015, -22.942183], [-43.19101, -22.942053], [-43.191013, -22.941908], [-43.191013, -22.941878], [-43.191017, -22.941786], [-43.191018, -22.941746], [-43.191045, -22.941472], [-43.191069, -22.941371], [-43.191126, -22.941211], [-43.191132, -22.941192], [-43.191219, -22.941058], [-43.191283, -22.941003], [-43.19136, -22.940962], [-43.191411, -22.940929], [-43.191499, -22.940871], [-43.19153, -22.940842], [-43.191545, -22.940808]]"
Rua Dezenove de Fevereiro,Botafogo,"[[-43.187774, -22.949515], [-43.187329, -22.951299], [-43.187083, -22.952296], [-43.187057, -22.952382], [-43.186399, -22.953233], [-43.185944, -22.953822], [-43.185862, -22.954008], [-43.185789, -22.954083], [-43.185632, -22.95419], [-43.185552, -22.954227], [-43.185488, -22.954259], [-43.184422, -22.954753], [-43.184384, -22.954772]]"
Rua Francisco Sá,Copacabana,"[[-43.194133, -22.983915], [-43.19404, -22.983839], [-43.193968, -22.983786], [-43.193896, -22.983745], [-43.193832, -22.983721], [-43.193449, -22.983623], [-43.192973, -22.983501], [-43.192881, -22.983478], [-43.192075, -22.983272], [-43.191937, -22.983237], [-43.191094, -22.983021], [-43.190896, -22.982971], [-43.190704, -22.982926], [-43.190072, -22.982762], [-43.189974, -22.982747], [-43.189899, -22.982736], [-43.189783, -22.982728], [-43.189744, -22.982722], [-43.189694, -22.982708], [-43.189661, -22.982701]]"
Rua Francisco Otaviano,Ipanema,"[[-43.194586, -22.987863], [-43.19433, -22.98781], [-43.194054, -22.987741], [-43.192697, -22.987411], [-43.192436, -22.987346], [-43.192133, -22.98727], [-43.192015, -22.987241], [-43.19183, -22.987195], [-43.1916, -22.987137], [-43.191366, -22.987075], [-43.190964, -22.986979], [-43.190795, -22.986932], [-43.190175, -22.98677], [-43.189985, -22.986721], [-43.189798, -22.986673], [-43.188999, -22.986483], [-43.188914, -22.986431], [-43.188896, -22.986418], [-43.188879, -22.986403], [-43.188855, -22.986381], [-43.188817, -22.986311], [-43.188811, -22.986296]]"
Rua Ipiranga,Laranjeiras,"[[-43.182203, -22.934422], [-43.181786, -22.934886], [-43.181528, -22.935174], [-43.181255, -22.935473], [-43.181167, -22.93557], [-43.180767, -22.936032], [-43.180728, -22.936048], [-43.18068, -22.936057]]"
Rua Aníbal de Mendonça,Ipanema,"[[-43.211466, -22.986109], [-43.211456, -22.985997], [-43.211394, -22.984973], [-43.21134, -22.984083], [-43.211327, -22.983889], [-43.211318, -22.98375], [-43.211294, -22.983348], [-43.211267, -22.982927], [-43.211261, -22.982833], [-43.211233, -22.982304], [-43.211205, -22.981867], [-43.211196, -22.98177], [-43.21116, -22.981235], [-43.211113, -22.980798], [-43.211136, -22.980709], [-43.211179, -22.98062], [-43.211236, -22.980541], [-43.211303, -22.980438]]"
Rua Visconde do Cruzeiro,Flamengo,"[[-43.1772, -22.935093], [-43.17724, -22.935114], [-43.177963, -22.93551], [-43.177975, -22.935523], [-43.177981, -22.935546], [-43.177975, -22.935563], [-43.177743, -22.93594], [-43.177719, -22.93596], [-43.177703, -22.935964], [-43.177674, -22.935962], [-43.177342, -22.935806], [-43.177267, -22.935775], [-43.177196, -22.935753]]"
Rua Fernando Osório,Flamengo,"[[-43.175616, -22.936606], [-43.177183, -22.936146], [-43.177225, -22.936136], [-43.177266, -22.936126]]"
Rua General Severiano,Urca,"[[-43.177272, -22.953135], [-43.177127, -22.953038], [-43.176614, -22.952699], [-43.176549, -22.952655], [-43.175881, -22.952171], [-43.175826, -22.952119], [-43.175785, -22.952071], [-43.175408, -22.951562], [-43.175373, -22.951499], [-43.175363, -22.951416], [-43.175374, -22.951351], [-43.175415, -22.951246], [-43.175474, -22.951146], [-43.175618, -22.950974]]"
Rua Corrêa Dutra,Flamengo,"[[-43.173981, -22.928384], [-43.174111, -22.928345], [-43.174447, -22.928251], [-43.174843, -22.928143], [-43.176614, -22.927623], [-43.176719, -22.92759], [-43.176794, -22.927569], [-43.176919, -22.927522], [-43.177692, -22.927306], [-43.177887, -22.927248], [-43.1782, -22.927157], [-43.179152, -22.926882], [-43.179232, -22.926859], [-43.179338, -22.926838]]"
Rua Dias da Rocha,Copacabana,"[[-43.188427, -22.97325], [-43.188698, -22.973058], [-43.189943, -22.972143], [-43.190029, -22.97208], [-43.190687, -22.971561]]"
Rua das Palmeiras,Botafogo,"[[-43.192035, -22.950308], [-43.19176, -22.950983], [-43.191658, -22.951232], [-43.191566, -22.951458], [-43.191119, -22.952553], [-43.190713, -22.953547], [-43.190697, -22.953587], [-43.190672, -22.953647]]"
Rua Francisco Otaviano,Copacabana,"[[-43.194586, -22.987863], [-43.19433, -22.98781], [-43.194054, -22.987741], [-43.192697, -22.987411], [-43.192436, -22.987346], [-43.192133, -22.98727], [-43.192015, -22.987241], [-43.19183, -22.987195], [-43.1916, -22.987137], [-43.191366, -22.987075], [-43.190964, -22.986979], [-43.190795, -22.986932], [-43.190175, -22.98677], [-43.189985, -22.986721], [-43.189798, -22.986673], [-43.188999, -22.986483], [-43.188914, -22.986431], [-43.188896, -22.986418], [-43.188879, -22.986403], [-43.188855, -22.986381], [-43.188817, -22.986311], [-43.188811, -22.986296]]"
Rua Barão de Ipanema,Copacabana,"[[-43.187654, -22.975459], [-43.187704, -22.975437], [-43.187729, -22.975429], [-43.187784, -22.975411], [-43.188449, -22.975214], [-43.189321, -22.974963], [-43.189492, -22.974913], [-43.189658, -22.974863], [-43.190522, -22.974606], [-43.190889, -22.974494], [-43.191448, -22.974324], [-43.191542, -22.974295], [-43.192295, -22.974079], [-43.19262, -22.973989], [-43.192729, -22.973959]]"
Rua Paula Freitas,Copacabana,"[[-43.181729, -22.969446], [-43.181817, -22.969344], [-43.182805, -22.968149], [-43.182908, -22.968034], [-43.183014, -22.967907], [-43.183512, -22.96731], [-43.183575, -22.967235], [-43.184385, -22.96624]]"
Rua Rainha Guilhermina,Leblon,"[[-43.225604, -22.987615], [-43.225649, -22.987507], [-43.226122, -22.986376], [-43.226499, -22.98546], [-43.22655, -22.985338], [-43.226578, -22.985275], [-43.227134, -22.984029], [-43.227186, -22.983913], [-43.227876, -22.983395], [-43.227895, -22.98338], [-43.228133, -22.983226]]"
Rua Marquês de Paraná,Flamengo,"[[-43.177765, -22.937913], [-43.177676, -22.937946], [-43.17651, -22.938369], [-43.176493, -22.938373], [-43.176398, -22.938408]]"
Rua Gomes Carneiro,Ipanema,"[[-43.197948, -22.986826], [-43.197913, -22.986807], [-43.197848, -22.986772], [-43.197784, -22.986728], [-43.196796, -22.98597], [-43.196504, -22.985724], [-43.195298, -22.984836], [-43.195231, -22.9848]]"
Rua Clarice Índio do Brasil,Flamengo,"[[-43.178459, -22.940171], [-43.178518, -22.940158], [-43.178568, -22.94014], [-43.179191, -22.939951], [-43.179287, -22.93993], [-43.179439, -22.939895], [-43.179468, -22.939888], [-43.179537, -22.939869], [-43.179672, -22.939829], [-43.179518, -22.939991]]"
Rua Joana Angélica,Ipanema,"[[-43.205154, -22.986445], [-43.205135, -22.98642], [-43.205122, -22.986397], [-43.205109, -22.986369], [-43.205107, -22.986334], [-43.205041, -22.985383], [-43.205036, -22.985321], [-43.204977, -22.984372], [-43.20497, -22.984236], [-43.204958, -22.984099], [-43.204903, -22.983273], [-43.204894, -22.98317], [-43.204886, -22.983071], [-43.204859, -22.982638], [-43.204833, -22.982197], [-43.204832, -22.982099], [-43.204803, -22.981697], [-43.204792, -22.981584], [-43.204762, -22.981138], [-43.204756, -22.981045], [-43.204716, -22.980335], [-43.204708, -22.980168]]"
Rua Alice,Laranjeiras,"[[-43.193743, -22.935603], [-43.193875, -22.935688], [-43.193991, -22.935761], [-43.194007, -22.935751], [-43.194022, -22.935734], [-43.194035, -22.935706], [-43.194031, -22.935667], [-43.194016, -22.935615], [-43.193972, -22.935573], [-43.193869, -22.935523], [-43.193611, -22.935402], [-43.193523, -22.935347], [-43.193336, -22.935159], [-43.193213, -22.934991], [-43.193055, -22.934856], [-43.192953, -22.934785], [-43.192858, -22.934735], [-43.192707, -22.934683], [-43.192465, -22.934657], [-43.192237, -22.934698], [-43.191883, -22.934802], [-43.191734, -22.93481], [-43.191516, -22.934812], [-43.191271, -22.934795], [-43.191218, -22.934779], [-43.191182, -22.934762], [-43.191164, -22.934743], [-43.191159, -22.934709], [-43.191174, -22.934684], [-43.191197, -22.934669], [-43.191251, -22.934657], [-43.191316, -22.934659], [-43.191589, -22.934691], [-43.191673, -22.93469], [-43.191792, -22.934678], [-43.19193, -22.934648], [-43.192048, -22.934616], [-43.192693, -22.934428], [-43.192802, -22.934417], [-43.192917, -22.934427], [-43.19301, -22.934449], [-43.193196, -22.934519], [-43.193398, -22.934624], [-43.193982, -22.935054], [-43.19426, -22.935205], [-43.194859, -22.935514], [-43.194926, -22.935568], [-43.194981, -22.93564], [-43.195015, -22.935718], [-43.195012, -22.935779], [-43.194995, -22.935837], [-43.194982, -22.935849]]"
Rua Clarice Índio do Brasil,Botafogo,"[[-43.178459, -22.940171], [-43.178518, -22.940158], [-43.178568, -22.94014], [-43.179191, -22.939951], [-43.179287, -22.93993], [-43.179439, -22.939895], [-43.179468, -22.939888], [-43.179537, -22.939869], [-43.179672, -22.939829], [-43.179518, -22.939991]]"
Rua Sebastião de Lacerda,Laranjeiras,"[[-43.188207, -22.936372], [-43.188482, -22.936525], [-43.188966, -22.936776], [-43.189082, -22.936828], [-43.189161, -22.936847], [-43.189255, -22.936849], [-43.189331, -22.936839], [-43.189455, -22.936809], [-43.189823, -22.936721], [-43.189937, -22.936676], [-43.189967, -22.936656], [-43.190004, -22.936632], [-43.190035, -22.936597], [-43.190049, -22.93656], [-43.190057, -22.936539], [-43.190072, -22.936399]]"
Rua Lopes Quintas,Jardim Botânico,"[[-43.218536, -22.965369], [-43.218801, -22.96526], [-43.219412, -22.965009], [-43.21965, -22.964911], [-43.219997, -22.964763], [-43.220348, -22.964613], [-43.220423, -22.964581], [-43.220725, -22.964451], [-43.220935, -22.964383], [-43.221268, -22.964314], [-43.221461, -22.964266], [-43.221606, -22.964224], [-43.221764, -22.964133], [-43.221843, -22.964079], [-43.222269, -22.9638], [-43.222622, -22.96321], [-43.223039, -22.962526], [-43.223174, -22.962332], [-43.223384, -22.961996], [-43.223707, -22.961429], [-43.224069, -22.96088], [-43.224176, -22.960646], [-43.224174, -22.960615], [-43.224148, -22.960584], [-43.222976, -22.959815], [-43.222897, -22.959767], [-43.2225, -22.959594]]"
Rua Mário Portela,Laranjeiras,"[[-43.193991, -22.935761], [-43.193946, -22.935777], [-43.193887, -22.935782], [-43.19381, -22.935785], [-43.193713, -22.935775], [-43.193642, -22.935764], [-43.193343, -22.935726], [-43.193244, -22.93572], [-43.193184, -22.935724], [-43.193025, -22.935757], [-43.192852, -22.935806], [-43.192765, -22.93583], [-43.192566, -22.935904], [-43.19217, -22.936073], [-43.191904, -22.936184], [-43.191649, -22.936295], [-43.191549, -22.936336], [-43.191446, -22.936357], [-43.191349, -22.936365], [-43.190326, -22.936453], [-43.190229, -22.936461], [-43.190172, -22.936476], [-43.190123, -22.936484]]"
